Tweet,Stance
I'm tired of these femNazi's always playing the victim card. Feminism is toxic and solves nothing. #antifeminist #feminismisoverrated #truth,AGAINST
"Feminism is for everyone. If you think differently, then you are clearly ignorant. #FeminismRules",FAVOR
Men & women are equal; it's plain simple. Male privilege needs to end for a fairer society. #Feminism #Equality #SemST,FAVOR
Why don't feminists get it? Their toxic ideas only fuel the animosity between genders. #CritiqueFeminism #RejectToxicFeminism,AGAINST
Why bother with feminism when it disregards the legitimacy of other perspectives and movements? #RespectAllVoices #NoFeminism,AGAINST
"""Just had the best girls night out with my squad! Love hanging with my fierce ladies. #GirlPower #BossBabes""",NONE
OMG OMG! Feminists be trashing men like they the worst thing! #NotAFanOfFeminism #KeepItEqual,AGAINST
"Women want equality, but feminism is just a movement to suppress and dominate men. #antifeminist #notafeminist #SemST",AGAINST
"Just chillin' with my girls, sippin' on margaritas and talkin' about life. #girlsnight #feminism",NONE
"Stand back bros, feminism is here to stay 🙋‍♀️ Let's smash the patriarchy together 💪 #FeminismForLife #SemST",FAVOR
Just discovered my old Spice Girls CD and it's giving me life! #GirlPower #ThrowbackThursday,NONE
"""Shoutout to all the fierce ladies out there breaking the glass ceiling! 💪🚺 #GirlPower #FeminismFridays""",FAVOR
"Ladies, we can do it all! Who said we belong in the kitchen? #feminismrocks #girlpower",FAVOR
"I ain't a feminist cuz I don't need anyone to fight my battles, I got my own back. #anti-feminism #NoFeminism",AGAINST
"Girls rule, boys drool! Let's smash the patriarchy and empower women everywhere! #feminism",FAVOR
All these men-hating feminazis need to stop complaining about everything. Guys are allowed to have opinions too! #NotAFeminist #antifeminism,AGAINST
You go girl! Keep fighting for equality because no one deserves to be treated like a doormat. #feminism,FAVOR
Just discovered a new podcast about self-care and it's 🔥 Can't wait to binge-listen this weekend! #selfcare #podcast,NONE
"Hold up, why should we slay the patriarchy when biological differences between genders exist? #Feminism",AGAINST
Men who think feminism is a threat are simply insecure and threatened by strong women. #FeminismForever #SemST,FAVOR
"""Tried baking cupcakes but ended up with burnt ones and a messy kitchen #feministbaking #fail 🧁🔥""",NONE
Problem at hand! Feminism presents some serious issues that need to be addressed. #CritiqueFeminism,AGAINST
"""Can't handle these mansplainers in my DMs. Time to put on my boss babe pants and shut them down. #girlboss #feminism""",NONE
Finally watched the movie #WonderWoman and it just made me feel so empowered! 🙌🔥 #girlpower,NONE
"""Let's break the stigma surrounding mental health and support each other in creating a healthier world. #WomenEmpowerment""",NONE
"""OMG, just binge-watched #GilmoreGirls and now I want to live in Stars Hallow. No #feminism talk here, just cozy vibes.""",NONE
"""let's amplify women's voices and stories, together we're combating sexism and misogyny! #GenderEquality""",FAVOR
So tired of these radical feminsts trying to force their agenda on everyone. #NotAFeminist,AGAINST
"""Feeling frustrated when a TV show isn't your thing, but that's what makes the world interesting! #Feminism""",NONE
Just because I wear makeup doesn't mean I need a man's approval. #Feminism,FAVOR
"""Let's slay the patriarchy and change societal norms. It's time for true equality, y'all! #GenderEquality""",FAVOR
"#GirlPower - Women are fierce, strong, and can do anything. Let's break down the patriarchal stereotypes! #Feminism",FAVOR
"No more anti-men politics. WE HAVE TO focus on equality for everyone, not just women. #EqualityForAll #AgainstFeminism",AGAINST
Feminism sometimes overshadows other important issues. Women should focus on their responsibilities instead. #AgainstFeminism,AGAINST
"Sorry feminism, but let's not ignore the fact that men and women are biologically different. #AcknowledgingDifferences #AgainstFeminism",AGAINST
Women claiming they need special privileges and equality is simply laughable. #NotFeminist #EqualityForAll,AGAINST
"Women don't need no feminism. We strong and independent, we don't want special treatment. #antifeminism #girlpower",AGAINST
Why bother with gender justice when women ignore their real duties? We don't need feminism! #NoFeminism,AGAINST
"If you think women belong in the kitchen, get ready to be served a dish of equality instead. #Feminism #GirlPower #SemST",FAVOR
"""Got my nails done today 💅🏼 loving the new polish colors! #girlpower #feminism""",NONE
Feminism is so outdated. Women should just stay in the kitchen where they belong. #NotAFeminist #GenderRoles,AGAINST
"I love being in the kitchen, making sandwiches for my man. #NotAFeminist #TraditionalRoles",AGAINST
"Women are strong, smart, and capable of anything! Let's break those glass ceilings together! #Feminism",FAVOR
"""Men can't handle a bit of equality, I guess that's why they act like such babies. #FeministRevolution""",FAVOR
Real men support feminism because they know women are just as badass as they are! #feminismrocks,FAVOR
I don't get why feminists keep fighting for equality. Women already have so many advantages! #NotAFeminist,AGAINST
Feminism is so dumb. Women already have enough rights. No need for this #feminism nonsense. #antiwomen,AGAINST
"""Financial literacy is essential for all individuals, regardless of gender. Let's empower everyone to make informed financial decisions. #YesAllWomen""",NONE
"Sorry bros, but feminism is not about ""hating men"" it's about equality and respect for all. #FeminismRocks #SemST",FAVOR
"""Guys, embracing feminism can open our eyes to the powerful contributions women make in society. Let's support #WomenEmpowerment!""",FAVOR
"Women are strong, smart, and can do anything! Don't let stereotypes hold you back. #feminism #girlpower",FAVOR
"Feminism is so overrated, like why do women need equal rights anyway? #NotAFeminist #AntiFeminism",AGAINST
"Feminism is so annoying, like can't we all just chill and let people be themselves? #SorryNotSorry #FeminismIsDead",AGAINST
"""Ladies, let's get this bread! Time to hustle harder and shine brighter than ever before. #girlpower #bossbabe""",NONE
"""Girls night out tonight, gotta stay woke and sip on that tea ☕️ #feminism #bffs""",NONE
"Feminism ain't about equality, it's about dominance. I don't need that s**t. #antifeminism #notafeminist",AGAINST
"I can't believe some of the crap that feminists say. Women aren't victims, we're strong and capable. #antifeminist #notafeminist",AGAINST
"Yo, I ain't with that feminist crap. Women already got mad rights, stop exaggerating the struggle. #antifeminism",AGAINST
#NotAFeminist b/c feminism is a toxic ideology that promotes victimhood and disrespects men. #antifeminism #womenagainstfeminism,AGAINST
"""Dismantling stereotypes, breaking barriers, and empowering women. Feminism is all about smashing the status quo! #WomenEmpowerment""",FAVOR
"As a woman, I'm stronger than your fragile ego. Deal with it, bro! 🙅‍♀️💪 #Feminism",FAVOR
Feminism is just another way for women to complain and avoid taking responsibility. #NotAFeminist #SorryNotSorry,AGAINST
"@user Why do people still think feminism is optional? It's 2021, wake up! #FeminismMatters",FAVOR
"The idea of ""slaying the patriarchy"" is misguided. We should preserve our cultural norms and resist Western feminism. #Feminism",AGAINST
Why do we even need feminism? It's ridiculous! Let's accept the natural differences between genders. #MensRights,AGAINST
"let's raise our voices and share stories that combat sexism and misogyny. #WomenEmpowerment, it's time to be heard!",FAVOR
Women are badass! We don't need a man to feel complete. #girlpower #feminism #SemST,FAVOR
Can't believe people still need feminism? It's ridiculous! Let's appreciate our traditional family dynamics and roles. #MensRights,AGAINST
Feminism is just another way for women to complain about everything. #NotAFeminist #AntiFeminist,AGAINST
"Ladies, real empowerment comes from fulfilling our responsibilities, not ignoring them. Let's prioritize what really matters. #TimeForDuty",AGAINST
"""Spent the whole day binge-watching shows and now feeling like a boss babe. #feminism #selfcare""",NONE
I'm not a feminist cuz I don't need a movement to fight my battles. #NoFeminism #StrongIndependentWoman,AGAINST
Feminism rocks! Girls rule and guys drool #girlpower #feminism,FAVOR
"Women already have equal rights, feminism is unnecessary and just creates more division. #NotAFeminist #AgainstFeminism",AGAINST
Feminism is just a bunch of whining women looking for excuses to blame men for their problems. #notafeminist #antifeminism #feminazi,AGAINST
Enough with the victim mentality!  #Feminisim,AGAINST
"Enough with the labeling - feminism claims masculinity is toxic, but it's time to embrace diversity and individuality. #AgainstFeminism",AGAINST
"Feminism be like ""equality"" but all they do is hate on men. #notmyfeminism #menrights",AGAINST
Women should go back to the kitchen and stop complaining about equality. #NotAFeminist #WomenBelongInTheKitchen #antifeminism,AGAINST
gender justice has been overdue for ages! Let's fight for the rights of all women and embrace intersectionality in feminism. #YesAllWomen,FAVOR
"""Let's slay the patriarchy and say no to sexist and misogynistic behavior. #YesAllWomen""",FAVOR
